open,high,low,close,volume
99.93345554155086,102.1981433965374,99.92552023244326,100.49671415301123,860
102.89770764305094,100.44614933470179,99.98319859622133,100.35844985184005,775
102.40293196871099,101.80044096510427,100.44314471840508,101.00613838994074,493
102.13925785533898,104.14993626981604,102.4473175148607,102.52916824634876,968
103.44463795045851,102.91240468134575,100.98379386145031,102.29501487162543,556
102.5860896273672,103.26104791107787,100.86243296184456,102.06087791467625,291
103.87355652666389,104.68458547658352,103.15039125565534,103.64009073018364,838
105.21017771494398,104.6299201792244,101.3134764437156,104.40752545933655,788
103.99212194766208,104.23535805225141,103.76244977269056,103.9380510734016,198
104.72096227306504,105.10341094845148,103.72099227593925,104.48061111698756,647
104.84054594045406,104.96737190370368,103.60488030544025,104.0171934241751,195
105.60391641235033,104.09103607700499,102.1395026940606,103.55146367060485,763
104.04462091439055,105.14017192081187,103.31115405146792,103.79342594217087,762
101.42634903254091,102.00693885719355,101.46024599773395,101.88014569751307,289
98.12599700990606,100.91486724547826,99.0239750746023,100.15522786500004,835
101.5542438077227,99.59629120541804,99.31819284058464,99.59294033575907,136
98.3168675028527,98.64908987577044,97.19566710373901,98.58010921542466,879
99.4291658381012,101.47257197768242,98.13690079870288,98.89435654801993,468
99.89223970942571,98.54769933159437,97.95773569578037,97.98633247249872,794
96.80163109209391,96.88823250411387,94.9937961838126,96.57402877116343,624
97.8450072782075,98.46389310529676,97.08738407904777,98.03967754008498,378
99.23357421714218,98.46011060142143,94.86768841293521,97.81390123959844,316
98.3421665118503,98.79280564009093,97.47197419930816,97.88142944428637,966
97.0427868627963,97.37322708284835,96.38006515261445,96.4566812580729,972
94.38913766307597,96.62392118401856,94.3435895225368,95.91229853354773,897
97.22913633050017,97.35596559404587,94.47968331142248,96.02322112325758,372
95.24781561382693,97.63298948156147,93.55528398260273,94.87222754583529,980
93.87633618445784,95.46361109108221,94.80862280649949,95.24792556418096,161
95.13238098587543,94.97055216355821,93.7590761188149,94.64728687426215,695
92.29306745055713,95.4986590273588,92.99255346591777,94.35559312446888,979
96.09586171475247,94.17259135304593,93.08139703910919,93.75388651223948,828
94.50430989676666,97.06109250507409,93.32134512442285,95.60616469674842,441
97.20446023772892,95.96426130249702,95.10312802831899,95.59266747201049,496
93.72200099493594,94.65335444360082,93.912400209712,94.53495654305459,798
95.9177271661285,95.58250735852815,94.88120081418894,95.35750145515777,118
93.22452954857727,95.34424997561702,92.74834510375295,94.13665780518676,276
95.34263662208932,94.576008614795,92.68557379746622,94.3455214001915,711
92.15053253440448,92.8181600075025,91.11020679368595,92.38585127631173,495
91.52544477362102,91.59866710001694,90.82702431714894,91.05766522741331,544
91.26959084486143,91.38746264850512,88.92984719079597,91.25452646328243,332
90.62732825679419,92.51286526962782,91.28929555124523,91.99299304327783,175
92.66846818415834,92.28268474714879,92.02232279769342,92.1643613244678,364
91.54547555641382,92.09852167390615,91.15484539257476,92.04871304207957,554
92.79292213949789,92.86672427451698,91.6081038710037,91.74760934649028,895
90.03322754797217,90.56684760704125,88.65901988742948,90.26908735612285,817
89.4724792386998,91.26878415444035,87.90346661821282,89.54924314772813,834
90.7715308411413,89.37216244737927,87.27691232064933,89.08860437676836,483
92.52736339749522,90.42634261915208,89.26100018123313,90.14572660298727,663
91.27537884826782,90.86393000200671,90.22112808427804,90.48934489255574,950
88.4391646397696,89.77513307127467,88.01268818145222,88.72630473719299,605
88.67572737823166,91.16974607462643,88.17643836109637,89.0503887065878,466
87.8466294408529,89.01617173314501,87.03908871158274,88.66530642617147,243
